,candidato,municipio,local,zona,secao,turno,votos_recebidos,ds_grau_escolaridade_ensino_fundamental_completo,ds_grau_escolaridade_ensino_médio_incompleto,ds_grau_escolaridade_analfabeto,ds_grau_escolaridade_ensino_médio_completo,ds_grau_escolaridade_superior_completo,ds_grau_escolaridade_lê_e_escreve,ds_grau_escolaridade_ensino_fundamental_incompleto,ds_grau_escolaridade_superior_incompleto,ds_raca_cor_não_informado,ds_raca_cor_preta,ds_raca_cor_parda,ds_raca_cor_branca,ds_raca_cor_amarela,ds_raca_cor_indígena,ds_faixa_etaria_45_a_49_anos,ds_faixa_etaria_50_a_54_anos,ds_faixa_etaria_40_a_44_anos,ds_faixa_etaria_21_a_24_anos,ds_faixa_etaria_25_a_29_anos,ds_faixa_etaria_19_anos,ds_faixa_etaria_20_anos,ds_faixa_etaria_18_anos,ds_faixa_etaria_17_anos,ds_faixa_etaria_16_anos,ds_faixa_etaria_55_a_59_anos,ds_faixa_etaria_85_a_89_anos,ds_faixa_etaria_90_a_94_anos,ds_faixa_etaria_80_a_84_anos,ds_faixa_etaria_75_a_79_anos,ds_faixa_etaria_70_a_74_anos,ds_faixa_etaria_65_a_69_anos,ds_faixa_etaria_35_a_39_anos,ds_faixa_etaria_95_a_99_anos,ds_faixa_etaria_100_anos_ou_mais,ds_faixa_etaria_60_a_64_anos,ds_faixa_etaria_30_a_34_anos,ds_faixa_etaria_inválida,ds_genero_feminino,ds_genero_masculino,eleitores_totais,percentual_votos
208,SEBASTIAO BOCALOM RODRIGUES,1392,2097,9,385,1,139,15,100,16,99,5,15,62,18,290,5,28,6,0,1,20,14,17,61,105,8,13,7,4,1,12,0,1,1,2,6,3,24,0,0,8,23,0,165,165,330,0.4212121212121212
209,SEBASTIAO BOCALOM RODRIGUES,1392,2810,1,512,1,130,17,79,7,80,21,10,42,30,257,0,24,4,1,0,26,13,22,27,83,4,3,0,2,1,17,0,2,1,0,6,12,29,0,0,8,30,0,165,121,286,0.45454545454545453
210,SEBASTIAO BOCALOM RODRIGUES,1392,1570,9,16,1,148,13,76,5,103,35,23,55,29,318,2,15,4,0,0,15,42,29,6,71,5,2,4,1,3,29,3,1,3,8,12,17,19,1,0,12,56,0,180,159,339,0.4365781710914454
211,SEBASTIAO BOCALOM RODRIGUES,1392,2470,1,475,1,108,18,75,14,86,6,19,62,25,283,1,19,2,0,0,19,19,18,1,29,0,2,4,5,2,14,0,2,1,5,2,7,32,0,0,13,130,0,148,157,305,0.3540983606557377
212,SEBASTIAO BOCALOM RODRIGUES,1392,2534,1,560,1,97,10,65,8,69,4,7,52,5,165,6,39,9,1,0,8,7,14,60,40,14,11,9,4,2,12,0,0,0,0,3,4,13,0,0,3,16,0,109,111,220,0.4409090909090909
213,SEBASTIAO BOCALOM RODRIGUES,1392,2674,1,459,1,151,24,62,12,110,19,25,62,19,293,2,25,12,0,1,23,23,29,18,26,5,1,9,0,1,27,3,1,5,11,7,14,64,0,0,17,49,0,175,158,333,0.45345345345345345
214,SEBASTIAO BOCALOM RODRIGUES,1392,1996,1,390,1,155,16,64,13,107,20,21,70,24,294,4,29,8,0,0,66,25,49,5,26,9,7,5,3,1,25,0,0,6,4,10,12,44,0,0,13,25,0,167,168,335,0.4626865671641791
215,SEBASTIAO BOCALOM RODRIGUES,1392,2763,1,517,1,104,15,57,10,59,11,16,53,13,159,11,53,11,0,0,16,8,23,44,33,7,7,6,2,2,10,0,0,0,0,6,2,20,0,0,10,38,0,123,111,234,0.4444444444444444
216,SEBASTIAO BOCALOM RODRIGUES,1392,2852,1,793,1,98,12,76,10,58,5,20,62,11,176,15,50,8,0,5,13,13,18,55,45,13,8,9,4,6,13,0,0,0,0,1,4,16,0,0,11,25,0,140,114,254,0.3858267716535433
217,SEBASTIAO BOCALOM RODRIGUES,1392,1830,9,240,1,86,15,67,12,74,7,6,41,18,192,2,39,6,0,1,14,19,18,44,51,2,9,5,0,1,13,0,0,2,4,3,3,21,0,0,6,25,0,146,94,240,0.35833333333333334
218,SEBASTIAO BOCALOM RODRIGUES,1392,1708,1,194,1,165,13,36,7,53,29,10,38,10,177,2,10,7,0,0,8,45,9,3,23,3,2,2,1,1,47,0,1,1,2,7,9,15,0,0,12,5,0,98,98,196,0.8418367346938775
219,SEBASTIAO BOCALOM RODRIGUES,1392,3360,1,665,1,126,25,26,6,100,81,17,45,38,320,0,12,6,0,0,26,73,31,15,12,6,3,2,0,1,31,3,0,4,7,14,13,42,1,0,26,28,0,193,145,338,0.3727810650887574
220,SEBASTIAO BOCALOM RODRIGUES,1392,2550,1,543,1,90,9,71,4,81,8,6,21,16,171,7,33,5,0,0,10,10,11,85,28,10,13,2,5,4,5,0,0,0,0,0,3,14,0,0,4,12,0,117,99,216,0.4166666666666667
221,SEBASTIAO BOCALOM RODRIGUES,1392,1767,9,232,1,145,17,67,12,100,44,19,47,37,302,4,31,6,0,0,34,27,32,15,46,3,13,4,2,1,27,2,1,5,9,13,22,24,2,0,20,41,0,202,141,343,0.4227405247813411
222,SEBASTIAO BOCALOM RODRIGUES,1392,3425,1,685,1,115,20,81,18,84,4,32,82,11,288,8,26,8,1,1,37,21,41,23,49,4,5,6,5,3,23,1,2,2,7,1,14,38,0,0,13,37,0,182,150,332,0.3463855421686747
223,SEBASTIAO BOCALOM RODRIGUES,1392,3344,1,660,1,109,13,131,2,113,5,7,40,24,303,2,24,5,0,1,17,6,14,50,170,3,3,6,3,1,5,0,0,0,0,0,2,23,0,0,4,28,0,170,165,335,0.3253731343283582
224,SEBASTIAO BOCALOM RODRIGUES,1392,3093,1,816,1,162,25,87,17,52,7,20,73,6,156,17,102,11,0,1,12,12,33,64,21,16,29,12,7,4,13,0,0,1,3,1,1,30,0,0,6,22,0,144,143,287,0.5644599303135889
225,SEBASTIAO BOCALOM RODRIGUES,1392,1538,9,132,1,138,16,67,13,101,13,25,76,20,297,4,29,1,0,0,32,21,56,17,25,6,6,1,4,3,15,1,1,2,5,4,13,62,0,0,12,45,0,175,156,331,0.4169184290030212
226,SEBASTIAO BOCALOM RODRIGUES,1392,1430,9,149,1,143,19,53,17,104,60,9,51,30,317,3,19,4,0,0,40,28,38,17,28,3,2,6,2,0,32,2,2,3,9,12,14,51,0,2,18,34,0,198,145,343,0.41690962099125367
227,SEBASTIAO BOCALOM RODRIGUES,1392,1040,9,188,1,130,22,42,10,114,27,27,49,43,311,4,15,3,1,0,21,32,27,1,15,4,0,2,3,1,26,0,0,2,6,8,13,44,0,0,18,111,0,200,134,334,0.38922155688622756
228,SEBASTIAO BOCALOM RODRIGUES,1392,3174,1,457,1,133,21,72,17,86,10,14,68,27,284,4,20,7,0,0,19,18,34,14,20,4,4,5,2,1,20,1,0,1,1,5,9,114,2,0,16,25,0,155,160,315,0.4222222222222222
229,SEBASTIAO BOCALOM RODRIGUES,1392,2135,9,341,1,139,12,51,15,111,35,22,50,39,304,4,23,4,0,0,36,34,30,22,19,2,3,5,5,0,32,5,2,6,9,6,12,40,0,0,14,53,0,191,144,335,0.41492537313432837
230,SEBASTIAO BOCALOM RODRIGUES,1392,2097,9,328,1,139,33,57,13,94,12,20,85,9,288,6,22,7,0,0,27,18,37,27,13,5,3,8,4,0,18,1,0,2,4,5,11,45,0,0,14,81,0,197,126,323,0.43034055727554177
231,SEBASTIAO BOCALOM RODRIGUES,1392,1422,9,164,1,98,9,34,1,61,71,6,15,39,225,2,7,2,0,0,17,9,29,23,16,0,8,1,0,1,14,0,0,4,4,5,13,49,0,0,14,29,0,126,110,236,0.4152542372881356
232,SEBASTIAO BOCALOM RODRIGUES,1392,2909,1,520,1,166,9,41,5,64,34,4,24,7,166,2,13,7,0,0,18,6,22,28,43,3,3,1,2,0,13,0,0,0,2,1,0,18,0,0,6,22,0,89,99,188,0.8829787234042553
233,SEBASTIAO BOCALOM RODRIGUES,1392,3662,1,759,1,80,12,21,1,65,61,10,34,24,209,1,13,4,0,1,18,18,33,14,12,3,2,2,0,0,29,5,2,6,16,9,19,12,3,0,15,10,0,117,111,228,0.3508771929824561
234,SEBASTIAO BOCALOM RODRIGUES,1392,1066,9,30,1,127,29,34,15,85,32,26,79,21,321,0,0,0,0,0,36,41,25,0,19,0,0,0,0,0,33,9,3,12,15,20,32,22,1,0,21,32,0,198,123,321,0.3956386292834891
235,SEBASTIAO BOCALOM RODRIGUES,1392,1333,9,246,1,131,18,75,11,85,45,17,57,28,295,6,30,5,0,0,29,23,31,28,45,6,2,2,3,2,29,1,0,3,10,11,22,30,0,1,31,27,0,205,131,336,0.3898809523809524
236,SEBASTIAO BOCALOM RODRIGUES,1392,3735,1,774,1,132,11,32,3,83,109,9,43,51,312,2,11,16,0,0,34,24,132,13,14,2,3,1,5,3,13,2,1,4,8,11,13,14,0,0,15,29,0,183,158,341,0.3870967741935484
237,SEBASTIAO BOCALOM RODRIGUES,1392,1104,9,247,1,106,22,110,17,93,9,16,49,8,290,3,26,5,0,0,17,14,31,56,79,8,8,8,3,3,16,0,1,1,5,14,9,16,1,1,12,21,0,161,163,324,0.3271604938271605
238,SEBASTIAO BOCALOM RODRIGUES,1392,1210,9,90,1,162,15,33,6,115,85,10,33,43,319,1,14,4,0,2,83,59,34,0,15,2,0,1,2,2,32,1,1,1,11,11,15,30,0,0,18,22,0,190,150,340,0.4764705882352941
239,SEBASTIAO BOCALOM RODRIGUES,1392,1155,9,73,1,94,16,24,2,64,66,10,37,23,242,0,0,0,0,0,52,67,26,0,2,0,0,0,0,0,22,4,1,3,3,6,15,17,0,0,13,11,0,130,112,242,0.3884297520661157
240,SEBASTIAO BOCALOM RODRIGUES,1392,2780,1,488,1,118,22,49,12,67,11,20,72,14,247,2,12,4,2,0,25,26,29,11,40,2,0,1,2,1,15,2,1,3,4,13,12,35,0,0,11,34,0,141,126,267,0.4419475655430712
241,SEBASTIAO BOCALOM RODRIGUES,1392,1198,9,86,1,144,11,12,5,99,99,15,24,61,302,2,19,3,0,0,30,35,88,4,10,0,0,3,3,0,25,0,2,3,4,10,13,41,3,0,21,31,0,187,139,326,0.44171779141104295
242,SEBASTIAO BOCALOM RODRIGUES,1392,2712,1,555,1,106,11,118,9,65,1,8,51,11,246,1,21,4,1,1,9,5,10,82,93,2,4,3,3,1,7,0,0,0,1,5,2,19,0,0,5,23,0,157,117,274,0.38686131386861317
243,SEBASTIAO BOCALOM RODRIGUES,1392,1384,9,199,1,159,13,51,8,127,30,21,49,36,298,3,28,5,0,1,31,21,28,9,26,3,5,2,2,0,21,5,0,5,9,6,8,27,0,0,17,110,0,194,141,335,0.4746268656716418
244,SEBASTIAO BOCALOM RODRIGUES,1392,3590,1,739,1,147,23,64,6,100,46,11,53,39,304,1,27,10,0,0,33,33,51,10,44,3,4,6,3,3,35,2,0,2,4,11,9,44,1,0,13,31,0,219,123,342,0.4298245614035088
245,SEBASTIAO BOCALOM RODRIGUES,1392,2160,9,347,1,139,20,54,11,81,40,28,70,31,303,3,24,5,0,0,58,34,33,4,32,3,1,7,3,1,28,5,2,4,6,9,14,35,0,0,16,40,0,199,136,335,0.41492537313432837
246,SEBASTIAO BOCALOM RODRIGUES,1392,1384,1,400,1,143,22,50,13,106,35,15,62,25,309,3,12,4,0,0,76,27,85,22,16,2,4,0,1,0,18,1,1,1,4,5,8,27,0,0,10,20,0,148,180,328,0.43597560975609756
247,SEBASTIAO BOCALOM RODRIGUES,1392,1295,1,86,1,123,14,45,20,94,15,27,64,8,258,0,24,4,1,0,28,16,48,5,14,6,1,3,2,1,10,3,5,12,17,15,17,36,0,0,17,31,0,156,131,287,0.42857142857142855
248,SEBASTIAO BOCALOM RODRIGUES,1392,1015,9,114,1,129,15,64,14,98,27,24,58,36,300,4,27,4,1,0,17,16,30,29,37,5,3,3,1,4,26,5,1,6,13,13,23,41,0,0,17,46,0,181,155,336,0.38392857142857145
249,SEBASTIAO BOCALOM RODRIGUES,1392,1953,9,263,1,162,20,60,16,110,18,19,74,24,299,1,34,7,0,0,40,35,34,29,30,3,5,6,1,2,30,4,5,3,5,8,14,43,0,0,12,32,0,203,138,341,0.4750733137829912
250,SEBASTIAO BOCALOM RODRIGUES,1392,2020,9,299,1,137,10,54,7,138,44,6,34,43,299,5,25,7,0,0,21,15,29,24,141,1,4,3,3,2,13,0,0,0,1,0,7,34,0,0,6,32,0,175,161,336,0.40773809523809523
251,SEBASTIAO BOCALOM RODRIGUES,1392,2089,1,299,1,141,16,52,19,97,12,21,73,20,283,1,20,6,0,0,30,55,25,19,15,3,4,5,2,0,27,4,0,3,8,10,9,38,0,0,18,35,0,182,128,310,0.45483870967741935
252,SEBASTIAO BOCALOM RODRIGUES,1392,3859,1,754,1,131,10,19,4,87,125,2,15,37,299,0,0,0,0,0,91,37,57,0,10,0,0,0,0,0,20,1,1,1,8,13,8,20,1,0,17,14,0,160,139,299,0.43812709030100333
253,SEBASTIAO BOCALOM RODRIGUES,1392,2097,9,330,1,114,26,106,22,79,6,25,56,13,296,2,29,3,3,0,24,18,23,74,69,9,7,9,1,1,10,1,0,1,4,5,9,37,0,0,3,28,0,189,144,333,0.34234234234234234
254,SEBASTIAO BOCALOM RODRIGUES,1392,1023,9,318,1,108,14,112,1,90,8,8,19,30,281,0,1,0,0,0,5,8,18,120,75,0,0,0,0,0,4,0,0,0,0,5,2,19,0,0,4,22,0,152,130,282,0.3829787234042553
255,SEBASTIAO BOCALOM RODRIGUES,1392,2828,1,147,1,95,6,41,10,75,54,11,30,22,208,6,24,9,1,1,13,14,14,30,32,6,15,3,3,1,31,3,0,4,4,7,19,22,0,0,21,7,0,112,137,249,0.3815261044176707
256,SEBASTIAO BOCALOM RODRIGUES,1392,3506,1,711,1,139,24,45,11,123,28,17,68,21,310,2,20,5,0,0,80,44,45,4,15,3,0,3,5,1,15,3,0,6,4,16,8,32,0,0,21,32,0,187,150,337,0.4124629080118694
257,SEBASTIAO BOCALOM RODRIGUES,1392,1015,9,117,1,113,23,67,13,108,28,29,50,23,313,4,19,3,2,0,23,17,34,30,45,6,5,3,2,3,27,4,3,5,6,10,23,37,0,0,17,41,0,182,159,341,0.3313782991202346
258,SEBASTIAO BOCALOM RODRIGUES,1392,3778,1,829,1,97,24,132,13,84,5,17,44,5,289,5,27,3,0,0,16,14,18,52,27,37,53,29,1,2,15,1,0,0,3,5,6,23,0,0,10,12,0,194,130,324,0.2993827160493827
259,SEBASTIAO BOCALOM RODRIGUES,1392,3387,1,677,1,118,8,36,3,49,41,4,13,19,142,1,20,10,0,0,21,9,19,25,26,2,3,6,3,1,9,1,0,1,1,1,2,15,0,0,8,20,0,99,74,173,0.6820809248554913
260,SEBASTIAO BOCALOM RODRIGUES,1392,1538,9,63,1,140,25,64,17,92,23,35,72,13,305,6,28,2,0,0,71,18,65,21,28,5,8,6,2,1,22,1,1,1,6,10,12,22,0,0,12,29,0,181,160,341,0.41055718475073316
261,SEBASTIAO BOCALOM RODRIGUES,1392,2470,1,448,1,129,26,54,13,84,6,25,84,8,270,6,18,6,0,0,30,27,41,1,30,2,0,8,6,1,23,5,2,1,8,7,11,44,0,0,20,33,0,165,135,300,0.43
262,SEBASTIAO BOCALOM RODRIGUES,1392,1597,9,197,1,110,18,65,13,101,8,22,68,32,310,1,12,4,0,0,30,18,38,6,51,4,1,1,1,0,9,1,1,1,7,6,14,27,0,0,10,101,0,175,152,327,0.3363914373088685
263,SEBASTIAO BOCALOM RODRIGUES,1392,1171,1,374,1,123,23,34,8,68,30,16,55,11,231,0,12,2,0,0,70,25,27,6,15,7,1,1,1,1,18,0,0,6,5,8,11,16,0,0,13,14,0,118,127,245,0.5020408163265306
264,SEBASTIAO BOCALOM RODRIGUES,1392,1198,9,409,1,97,7,62,4,90,72,6,30,57,299,5,16,7,0,1,25,14,31,106,51,5,1,3,2,0,9,0,0,1,2,1,5,30,0,0,8,34,0,177,151,328,0.29573170731707316
265,SEBASTIAO BOCALOM RODRIGUES,1392,1872,1,804,1,127,16,107,9,86,8,11,55,22,230,9,64,11,0,0,19,10,21,89,33,27,24,16,5,0,4,0,0,0,2,1,6,24,0,0,6,27,0,151,163,314,0.40445859872611467
266,SEBASTIAO BOCALOM RODRIGUES,1392,2224,9,368,1,120,17,68,24,96,11,20,71,27,298,7,24,5,0,0,23,28,30,25,35,6,9,7,1,2,31,1,0,2,5,9,16,24,0,0,13,67,0,194,140,334,0.3592814371257485
267,SEBASTIAO BOCALOM RODRIGUES,1392,1490,9,215,1,105,6,40,6,92,44,8,27,44,247,0,14,6,0,0,21,18,36,17,43,4,5,4,2,1,14,0,1,4,2,9,6,25,0,0,14,41,0,139,128,267,0.39325842696629215
268,SEBASTIAO BOCALOM RODRIGUES,1392,1015,9,116,1,136,21,58,8,118,34,19,49,27,310,2,14,7,1,0,27,21,34,30,40,3,3,5,2,2,22,5,0,7,7,5,20,34,0,0,23,44,0,204,130,334,0.40718562874251496
269,SEBASTIAO BOCALOM RODRIGUES,1392,3743,1,849,1,99,11,117,2,72,11,6,38,17,0,29,176,59,4,6,12,6,14,27,17,38,16,47,34,26,5,0,0,0,0,2,1,11,0,0,0,18,0,135,139,274,0.3613138686131387
270,SEBASTIAO BOCALOM RODRIGUES,1392,2313,9,391,1,133,20,21,3,95,115,7,26,51,313,0,14,10,1,0,23,20,115,11,11,3,2,6,2,1,19,1,0,3,8,10,12,33,0,1,20,37,0,194,144,338,0.39349112426035504
271,SEBASTIAO BOCALOM RODRIGUES,1392,2550,1,558,1,94,12,76,3,72,13,9,25,8,164,7,35,12,0,0,6,10,16,53,53,13,6,3,1,2,7,0,0,1,2,4,1,12,0,0,3,25,0,116,102,218,0.43119266055045874
272,SEBASTIAO BOCALOM RODRIGUES,1392,1422,9,207,1,145,6,41,0,116,82,3,18,92,351,1,3,3,0,0,21,27,45,0,52,0,0,0,0,0,14,1,1,0,2,10,14,27,0,0,15,129,0,204,154,358,0.40502793296089384
273,SEBASTIAO BOCALOM RODRIGUES,1392,3310,1,705,1,115,3,69,1,107,77,2,12,50,289,3,17,11,1,0,16,23,27,72,59,7,12,6,5,1,15,3,0,3,1,6,4,30,0,0,5,26,0,190,131,321,0.3582554517133956
274,SEBASTIAO BOCALOM RODRIGUES,1392,1023,9,121,1,110,18,27,9,117,23,14,37,34,278,0,1,0,0,0,27,20,69,6,21,0,0,0,0,0,19,1,1,1,0,11,9,50,0,0,8,36,0,140,139,279,0.3942652329749104
275,SEBASTIAO BOCALOM RODRIGUES,1392,2380,9,464,1,144,15,94,8,126,26,7,43,16,0,27,260,43,4,1,15,13,30,38,29,44,29,40,31,8,8,0,0,0,1,0,1,27,0,0,3,18,0,176,159,335,0.4298507462686567
276,SEBASTIAO BOCALOM RODRIGUES,1392,1643,9,273,1,70,16,59,14,49,10,22,46,13,206,1,16,5,0,1,18,16,27,37,51,6,3,1,0,0,11,2,2,4,0,4,6,14,0,0,9,18,0,120,109,229,0.3056768558951965
277,SEBASTIAO BOCALOM RODRIGUES,1392,1899,9,405,1,126,9,83,6,103,61,3,24,61,277,4,41,28,0,0,14,16,23,109,61,10,7,6,6,3,8,0,0,1,1,3,2,29,0,0,7,44,0,186,164,350,0.36
278,SEBASTIAO BOCALOM RODRIGUES,1392,1899,9,438,1,131,6,73,2,140,75,2,9,44,290,3,37,21,0,0,14,7,25,145,44,7,14,4,3,2,13,0,0,0,0,2,6,27,0,0,3,35,0,167,184,351,0.3732193732193732
279,SEBASTIAO BOCALOM RODRIGUES,1392,2380,9,456,1,141,15,96,7,101,43,10,33,21,244,7,57,18,0,0,27,14,34,41,27,44,35,23,6,1,7,0,0,1,1,4,5,22,0,0,5,29,0,185,141,326,0.4325153374233129
280,SEBASTIAO BOCALOM RODRIGUES,1392,2984,1,528,1,119,7,41,4,49,5,2,19,7,120,3,8,2,0,1,8,3,11,32,37,0,0,1,2,0,3,0,0,1,0,1,2,14,0,0,2,17,0,80,54,134,0.8880597014925373
281,SEBASTIAO BOCALOM RODRIGUES,1392,2798,1,549,1,108,13,81,16,102,6,13,55,14,259,2,32,6,1,0,17,13,18,85,75,10,8,4,1,0,4,0,0,0,1,5,7,17,0,0,11,24,0,153,147,300,0.36
282,SEBASTIAO BOCALOM RODRIGUES,1392,1651,1,95,1,125,25,64,6,92,28,25,44,31,298,2,11,4,0,0,25,14,25,39,37,3,8,2,0,1,23,3,5,2,8,8,17,32,1,0,27,35,0,153,162,315,0.3968253968253968
283,SEBASTIAO BOCALOM RODRIGUES,1392,2666,1,456,1,177,29,50,19,83,13,30,74,7,267,3,30,5,0,0,45,28,42,4,21,3,0,4,6,0,15,2,1,8,10,7,16,44,0,0,12,37,0,143,162,305,0.580327868852459
284,SEBASTIAO BOCALOM RODRIGUES,1392,1600,1,176,1,109,23,25,4,77,52,4,36,29,236,1,10,3,0,0,34,46,11,7,10,4,3,0,1,0,63,2,1,0,4,11,13,10,0,0,16,14,0,135,115,250,0.436
285,SEBASTIAO BOCALOM RODRIGUES,1392,3514,1,714,1,117,7,34,0,55,44,3,13,32,169,2,9,8,0,0,14,9,12,36,27,6,11,8,2,0,10,1,0,0,1,2,2,29,0,0,6,12,0,95,93,188,0.6223404255319149
286,SEBASTIAO BOCALOM RODRIGUES,1392,1562,9,74,1,126,12,39,1,87,77,5,40,40,281,0,12,7,1,0,95,30,41,19,19,3,2,7,6,0,12,0,0,4,2,4,11,16,0,0,15,15,0,162,139,301,0.4186046511627907
287,SEBASTIAO BOCALOM RODRIGUES,1392,1040,9,133,1,129,22,46,10,120,36,16,59,31,314,2,20,3,0,1,25,28,79,2,28,1,1,2,2,1,21,0,0,3,7,10,8,81,0,0,16,25,0,204,136,340,0.37941176470588234
288,SEBASTIAO BOCALOM RODRIGUES,1392,3697,1,807,1,70,3,56,1,69,48,2,16,27,187,4,17,13,1,0,14,7,18,68,18,15,14,13,2,2,6,0,0,0,0,2,1,16,0,0,3,23,0,109,113,222,0.3153153153153153
289,SEBASTIAO BOCALOM RODRIGUES,1392,1627,9,105,1,136,21,50,14,117,36,22,55,26,325,1,13,2,0,0,89,37,30,1,18,1,1,1,3,1,22,1,2,3,7,8,12,30,0,0,21,53,0,203,138,341,0.39882697947214074
290,SEBASTIAO BOCALOM RODRIGUES,1392,2534,1,443,1,117,21,36,20,68,13,34,68,10,269,0,1,0,0,0,29,16,48,0,13,0,0,0,0,0,15,1,2,5,12,5,14,43,0,0,13,54,0,145,125,270,0.43333333333333335
291,SEBASTIAO BOCALOM RODRIGUES,1392,3441,1,692,1,116,16,83,4,130,31,10,31,33,300,2,28,7,1,0,27,26,27,71,59,8,16,6,1,0,8,2,0,1,2,3,10,29,0,0,9,33,0,185,153,338,0.3431952662721893
292,SEBASTIAO BOCALOM RODRIGUES,1392,1023,9,303,1,107,13,103,8,81,17,5,27,26,264,1,11,4,0,0,22,5,13,27,138,1,0,1,3,5,7,1,0,0,1,1,2,25,0,0,7,21,0,138,142,280,0.3821428571428571
293,SEBASTIAO BOCALOM RODRIGUES,1392,2054,1,467,1,132,16,56,11,109,16,17,66,33,299,1,20,4,0,0,21,19,41,3,29,1,1,1,3,4,19,2,0,5,3,5,13,38,0,0,16,100,0,154,170,324,0.4074074074074074
294,SEBASTIAO BOCALOM RODRIGUES,1392,1058,1,9,1,93,10,17,3,33,33,12,17,15,132,0,5,2,1,0,7,11,13,8,4,2,4,1,1,0,19,4,1,2,5,13,15,13,0,0,11,6,0,71,69,140,0.6642857142857143
295,SEBASTIAO BOCALOM RODRIGUES,1392,2259,9,48,1,104,7,35,2,79,70,9,22,26,214,3,23,10,0,0,20,15,37,26,19,5,2,9,5,1,23,1,2,5,4,12,17,17,0,0,18,12,0,125,125,250,0.416
296,SEBASTIAO BOCALOM RODRIGUES,1392,1058,9,210,1,135,19,59,4,122,37,11,31,59,308,2,26,6,0,0,15,15,18,3,71,1,4,2,1,1,20,0,2,2,7,14,24,20,0,0,11,111,0,195,147,342,0.39473684210526316
297,SEBASTIAO BOCALOM RODRIGUES,1392,2577,1,449,1,132,21,43,17,72,10,32,86,9,290,0,0,0,0,0,33,23,42,0,18,0,0,0,0,0,25,3,2,5,7,9,11,60,0,0,19,33,0,155,135,290,0.45517241379310347
298,SEBASTIAO BOCALOM RODRIGUES,1392,1589,9,122,1,161,13,45,15,103,22,23,89,19,310,3,12,3,0,1,49,26,106,0,20,1,1,4,1,0,22,3,1,1,5,6,15,29,1,0,8,30,0,199,130,329,0.48936170212765956
299,SEBASTIAO BOCALOM RODRIGUES,1392,1066,1,186,1,87,20,38,8,51,46,14,48,13,222,2,9,5,0,0,25,16,24,35,31,1,0,0,1,1,15,5,1,7,4,11,9,23,0,1,12,16,0,116,122,238,0.36554621848739494
300,SEBASTIAO BOCALOM RODRIGUES,1392,3581,1,735,1,103,14,75,3,103,44,2,24,40,305,0,0,0,0,0,15,17,22,40,101,0,1,0,0,0,18,2,0,3,3,5,7,33,0,1,5,32,0,148,157,305,0.3377049180327869
301,SEBASTIAO BOCALOM RODRIGUES,1392,1856,1,321,1,141,13,71,30,61,4,34,105,8,277,7,33,6,1,2,42,36,37,11,22,8,5,13,5,1,14,4,0,1,3,8,14,48,0,0,21,33,0,172,154,326,0.4325153374233129
302,SEBASTIAO BOCALOM RODRIGUES,1392,1872,1,263,1,143,22,46,13,94,25,26,68,16,284,5,18,2,0,1,47,70,32,0,20,2,0,2,2,3,22,1,1,2,9,9,16,30,0,0,14,28,0,173,137,310,0.4612903225806452
303,SEBASTIAO BOCALOM RODRIGUES,1392,2305,9,389,1,154,11,93,4,106,25,12,47,42,313,1,18,8,0,0,20,18,21,41,65,7,2,3,3,0,16,0,1,3,4,3,7,26,0,1,9,90,0,177,163,340,0.45294117647058824
304,SEBASTIAO BOCALOM RODRIGUES,1392,3379,1,675,1,131,19,54,12,110,15,24,72,24,300,1,23,6,0,0,22,18,28,19,20,5,8,2,2,0,16,2,1,1,7,5,4,117,0,0,16,37,0,158,172,330,0.396969696969697
305,SEBASTIAO BOCALOM RODRIGUES,1392,1058,9,26,1,144,16,53,5,110,41,25,50,33,308,0,18,7,0,0,18,12,19,1,16,2,1,1,5,3,35,1,1,13,15,17,31,57,1,0,34,50,0,185,148,333,0.43243243243243246
306,SEBASTIAO BOCALOM RODRIGUES,1392,3700,1,767,1,127,29,34,7,90,70,10,50,27,297,4,12,3,1,0,18,17,14,16,18,3,3,3,0,3,32,6,1,9,14,37,28,24,1,1,40,29,0,167,150,317,0.40063091482649843
307,SEBASTIAO BOCALOM RODRIGUES,1392,3468,1,695,1,131,14,46,3,114,62,8,27,66,309,2,24,5,0,0,38,20,41,3,19,4,4,2,2,0,19,1,1,2,3,5,8,82,0,0,13,73,0,200,140,340,0.38529411764705884
308,SEBASTIAO BOCALOM RODRIGUES,1392,3328,1,652,1,131,13,57,10,123,34,11,44,41,302,3,25,3,0,0,21,20,28,3,26,1,4,3,1,2,22,2,0,1,3,9,11,30,0,0,12,134,0,205,128,333,0.3933933933933934
309,SEBASTIAO BOCALOM RODRIGUES,1392,3751,1,786,1,107,10,86,1,118,44,5,24,49,302,4,29,2,0,0,15,10,18,34,159,6,5,5,2,0,11,0,0,0,2,2,3,24,0,0,4,37,0,170,167,337,0.31750741839762614
310,SEBASTIAO BOCALOM RODRIGUES,1392,1759,1,316,1,124,21,32,18,61,8,21,74,12,245,0,2,0,0,0,40,23,37,0,19,0,0,0,0,0,16,2,0,3,5,12,12,35,2,0,14,27,0,128,119,247,0.5020242914979757
311,SEBASTIAO BOCALOM RODRIGUES,1392,2542,1,494,1,136,26,72,24,63,6,44,93,6,288,6,32,7,1,0,35,28,44,21,34,8,10,8,3,3,17,4,0,3,19,15,15,28,0,0,16,23,0,192,142,334,0.40718562874251496
